Country,ISO_A3,Region,IncomeGroup,Year,Emissions
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1981,1296.4635
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,1981,156.859067
Greece,GRC,Europe & Central Asia,High income,1981,69870.2276
Grenada,GRD,Latin America & Caribbean,Upper middle income,1981,113.463679
Greenland,GRL,Europe & Central Asia,High income,1981,NA
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1981,12517.8603
Guam,GUM,East Asia & Pacific,High income,1981,52.7779396
Guyana,GUY,Latin America & Caribbean,Upper middle income,1981,16290.1316
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1981,18817.13455
Honduras,HND,Latin America & Caribbean,Lower middle income,1981,10112.8012
Croatia,HRV,Europe & Central Asia,High income,1981,40950.583
Haiti,HTI,Latin America & Caribbean,Low income,1981,5279.598
Hungary,HUN,Europe & Central Asia,High income,1981,120093.209
Indonesia,IDN,East Asia & Pacific,Lower middle income,1981,637827.33
Isle of Man,IMN,Europe & Central Asia,High income,1981,NA
India,IND,South Asia,Lower middle income,1981,979738.35
Ireland,IRL,Europe & Central Asia,High income,1981,57799.276
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1981,163748.83
Iraq,IRQ,Middle East & North Africa,Upper middle income,1981,66669.934
Iceland,ISL,Europe & Central Asia,High income,1981,13733.0487
Israel,ISR,Middle East & North Africa,High income,1981,24505.3025
Italy,ITA,Europe & Central Asia,High income,1981,466863.848
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1981,8081.9637
Jordan,JOR,Middle East & North Africa,Upper middle income,1981,6602.3977
Japan,JPN,East Asia & Pacific,High income,1981,1105577.59
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1981,206127.432
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1981,28404.277
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1981,17020.0065
Cambodia,KHM,East Asia & Pacific,Lower middle income,1981,13478.0248
Kiribati,KIR,East Asia & Pacific,Lower middle income,1981,55.381054
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1981,122.381819
"Korea, Rep.",KOR,East Asia & Pacific,High income,1981,181587.53
Kuwait,KWT,Middle East & North Africa,High income,1981,42894.2394
Lao PDR,LAO,East Asia & Pacific,Lower middle income,1981,24130.622
Lebanon,LBN,Middle East & North Africa,Upper middle income,1981,8685.9173
Liberia,LBR,Sub-Saharan Africa,Low income,1981,2527.39272
Libya,LBY,Middle East & North Africa,Upper middle income,1981,45320.3481
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1981,222.70677
Liechtenstein,LIE,Europe & Central Asia,High income,1981,NA
Sri Lanka,LKA,South Asia,Lower middle income,1981,18905.3343
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,1981,1797.4011
Lithuania,LTU,Europe & Central Asia,High income,1981,133148.662
Luxembourg,LUX,Europe & Central Asia,High income,1981,12484.9763
Latvia,LVA,Europe & Central Asia,High income,1981,62361.524
"Macao SAR, China",MAC,East Asia & Pacific,High income,1981,547.332982
St. Martin (French part),MAF,Latin America & Caribbean,High income,1981,NA
Morocco,MAR,Middle East & North Africa,Lower middle income,1981,28896.46
Monaco,MCO,Europe & Central Asia,High income,1981,NA
Moldova,MDA,Europe & Central Asia,Lower middle income,1981,40488.4573
Madagascar,MDG,Sub-Saharan Africa,Low income,1981,40817.186
Maldives,MDV,South Asia,Upper middle income,1981,NA
Mexico,MEX,Latin America & Caribbean,Upper middle income,1981,407085.783
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,1981,3.24269386
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,1981,13989.7454
Mali,MLI,Sub-Saharan Africa,Low income,1981,26719.238
Malta,MLT,Middle East & North Africa,High income,1981,1341.23609
Myanmar,MMR,East Asia & Pacific,Lower middle income,1981,684627.28
Montenegro,MNE,Europe & Central Asia,Upper middle income,1981,NA
Mongolia,MNG,East Asia & Pacific,Lower middle income,1981,37863.369
Northern Mariana Islands,MNP,East Asia & Pacific,High income,1981,3.48884691
Mozambique,MOZ,Sub-Saharan Africa,Low income,1981,32465.756
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1981,5019.7096
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1981,884.63221
Malawi,MWI,Sub-Saharan Africa,Low income,1981,6280.8873
Malaysia,MYS,East Asia & Pacific,Upper middle income,1981,138493.8168
Namibia,NAM,Sub-Saharan Africa,Upper middle income,1981,6431.6512
New Caledonia,NCL,East Asia & Pacific,High income,1981,2196.93571
Niger,NER,Sub-Saharan Africa,Low income,1981,8313.6936
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1981,134625.321
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,1981,9077.5337
Netherlands,NLD,Europe & Central Asia,High income,1981,216959.475
Norway,NOR,Europe & Central Asia,High income,1981,62737.383
Nepal,NPL,South Asia,Low income,1981,23331.5389
Nauru,NRU,East Asia & Pacific,High income,1981,NA
New Zealand,NZL,East Asia & Pacific,High income,1981,58363.322
Oman,OMN,Middle East & North Africa,High income,1981,28754.9893
Pakistan,PAK,South Asia,Lower middle income,1981,123883.0799
Panama,PAN,Latin America & Caribbean,Upper middle income,1981,6658.0435
Peru,PER,Latin America & Caribbean,Upper middle income,1981,60095.341
Philippines,PHL,East Asia & Pacific,Lower middle income,1981,87094.481
Palau,PLW,East Asia & Pacific,Upper middle income,1981,NA
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,1981,16620.8831
Poland,POL,Europe & Central Asia,High income,1981,569138.11
Puerto Rico,PRI,Latin America & Caribbean,High income,1981,2437.51321
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,1981,150760.537
Portugal,PRT,Europe & Central Asia,High income,1981,43003.046
Paraguay,PRY,Latin America & Caribbean,Upper middle income,1981,53699.223
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,1981,NA
French Polynesia,PYF,East Asia & Pacific,High income,1981,435.136986
Qatar,QAT,Middle East & North Africa,High income,1981,14881.013
Romania,ROU,Europe & Central Asia,Upper middle income,1981,269640.835
Russian Federation,RUS,Europe & Central Asia,Upper middle income,1981,3032439.53
Rwanda,RWA,Sub-Saharan Africa,Low income,1981,2630.5502
Saudi Arabia,SAU,Middle East & North Africa,High income,1981,237000.734
Sudan,SDN,Sub-Saharan Africa,Lower middle income,1981,74389.95
Senegal,SEN,Sub-Saharan Africa,Low income,1981,9019.5803
Singapore,SGP,East Asia & Pacific,High income,1981,NA
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1981,5758.598
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1981,7885.5052
El Salvador,SLV,Latin America & Caribbean,Lower middle income,1981,5803.8731
San Marino,SMR,Europe & Central Asia,High income,1981,NA
Somalia,SOM,Sub-Saharan Africa,Low income,1981,16817.972
Serbia,SRB,Europe & Central Asia,Upper middle income,1981,NA
South Sudan,SSD,Sub-Saharan Africa,Low income,1981,NA
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,1981,58.499746
Suriname,SUR,Latin America & Caribbean,Upper middle income,1981,10680.7747
Slovak Republic,SVK,Europe & Central Asia,High income,1981,75527.629
Slovenia,SVN,Europe & Central Asia,High income,1981,16592.292
Sweden,SWE,Europe & Central Asia,High income,1981,90385.88006
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,1981,2031.9801
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,1981,NA
Seychelles,SYC,Sub-Saharan Africa,High income,1981,187.146333
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,1981,NA
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,1981,1.64348242
Chad,TCD,Sub-Saharan Africa,Low income,1981,14530.786
Togo,TGO,Sub-Saharan Africa,Low income,1981,9836.7877
Thailand,THA,East Asia & Pacific,Upper middle income,1981,143100.48
Tajikistan,TJK,Europe & Central Asia,Lower middle income,1981,9825.9201
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1981,32512.02048
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,1981,356.719006
Tonga,TON,East Asia & Pacific,Lower middle income,1981,138.356251
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1981,NA
Tunisia,TUN,Middle East & North Africa,Lower middle income,1981,14895.9575
Turkey,TUR,Europe & Central Asia,Upper middle income,1981,150438.512
Tuvalu,TUV,East Asia & Pacific,Upper middle income,1981,2.8464198
Tanzania,TZA,Sub-Saharan Africa,Low income,1981,75069.891
Uganda,UGA,Sub-Saharan Africa,Low income,1981,25371.185
Ukraine,UKR,Europe & Central Asia,Lower middle income,1981,690836.44
Uruguay,URY,Latin America & Caribbean,High income,1981,31343.057
United States,USA,North America,High income,1981,5830249.4
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1981,78101.20364
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1981,115.733809
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1981,177390.036
British Virgin Islands,VGB,Latin America & Caribbean,High income,1981,77.79579
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1981,39.433076
Vietnam,VNM,East Asia & Pacific,Lower middle income,1981,86364.66
Vanuatu,VUT,East Asia & Pacific,Lower middle income,1981,352.83313
World,WLD,NA,NA,1981,32418038.8664288
Samoa,WSM,East Asia & Pacific,Lower middle income,1981,274.125567
Kosovo,XKX,Europe & Central Asia,Lower middle income,1981,NA
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,1981,7911.1785
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1981,311848.005
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1981,161735.191
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1981,21833.451
Aruba,ABW,Latin America & Caribbean,High income,1982,564.023574
Afghanistan,AFG,South Asia,Low income,1982,15615.333
Angola,AGO,Sub-Saharan Africa,Upper middle income,1982,45243.80208
Albania,ALB,Europe & Central Asia,Upper middle income,1982,10730.5261
Andorra,AND,Europe & Central Asia,High income,1982,NA
United Arab Emirates,ARE,Middle East & North Africa,High income,1982,52758.6888
Argentina,ARG,Latin America & Caribbean,Upper middle income,1982,243613.02
Armenia,ARM,Europe & Central Asia,Lower middle income,1982,15764.9062
American Samoa,ASM,East Asia & Pacific,Upper middle income,1982,16.0547171
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1982,551.337225
Australia,AUS,East Asia & Pacific,High income,1982,428739.962
Austria,AUT,Europe & Central Asia,High income,1982,73093.723
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1982,56895.2758
Burundi,BDI,Sub-Saharan Africa,Low income,1982,2230.5549
Belgium,BEL,Europe & Central Asia,High income,1982,144653.937
Benin,BEN,Sub-Saharan Africa,Low income,1982,41951.577
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1982,8991.3131
Bangladesh,BGD,South Asia,Lower middle income,1982,117881.559
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1982,118133.179
Bahrain,BHR,Middle East & North Africa,High income,1982,12013.50838
"Bahamas, The",BHS,Latin America & Caribbean,High income,1982,5156.40022
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1982,23494.1402
Belarus,BLR,Europe & Central Asia,Upper middle income,1982,187935.013
Belize,BLZ,Latin America & Caribbean,Upper middle income,1982,557.54844
Bermuda,BMU,North America,High income,1982,775.607286
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1982,178438.797
Brazil,BRA,Latin America & Caribbean,Upper middle income,1982,1445809.236
Barbados,BRB,Latin America & Caribbean,High income,1982,1111.41336
Brunei Darussalam,BRN,East Asia & Pacific,High income,1982,15241.3761
Bhutan,BTN,South Asia,Lower middle income,1982,1095.16737
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1982,10909.352
Central African Republic,CAF,Sub-Saharan Africa,Low income,1982,126822.043
Canada,CAN,North America,High income,1982,576432.38
Switzerland,CHE,Europe & Central Asia,High income,1982,47999.6173
Channel Islands,CHI,Europe & Central Asia,High income,1982,NA
Chile,CHL,Latin America & Caribbean,High income,1982,38088.991
China,CHN,East Asia & Pacific,Upper middle income,1982,2815057.9374
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1982,135869.464
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1982,79285.905
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1982,1219832.09
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,1982,56274.574
Colombia,COL,Latin America & Caribbean,Upper middle income,1982,154633.693
Comoros,COM,Sub-Saharan Africa,Low income,1982,249.98281
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,1982,182.254739
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1982,7456.0107
Cuba,CUB,Latin America & Caribbean,Upper middle income,1982,59314.803
Curacao,CUW,Latin America & Caribbean,High income,1982,NA
Cayman Islands,CYM,Latin America & Caribbean,High income,1982,193.942095
Cyprus,CYP,Europe & Central Asia,High income,1982,3731.46028
Czech Republic,CZE,Europe & Central Asia,High income,1982,221727.7
Germany,DEU,Europe & Central Asia,High income,1982,1267150.22
Djibouti,DJI,Middle East & North Africa,Lower middle income,1982,1205.14498
Dominica,DMA,Latin America & Caribbean,Upper middle income,1982,99.874996
Denmark,DNK,Europe & Central Asia,High income,1982,76205.957
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1982,14125.3616
Algeria,DZA,Middle East & North Africa,Upper middle income,1982,83128.898
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1982,25608.8504
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1982,99916.234
Eritrea,ERI,Sub-Saharan Africa,Low income,1982,2972.7117
Spain,ESP,Europe & Central Asia,High income,1982,268301.774
Estonia,EST,Europe & Central Asia,High income,1982,70756.1858
Ethiopia,ETH,Sub-Saharan Africa,Low income,1982,57626.868
Finland,FIN,Europe & Central Asia,High income,1982,64738.79341
Fiji,FJI,East Asia & Pacific,Upper middle income,1982,1943.8613
France,FRA,Europe & Central Asia,High income,1982,597074.4
Faroe Islands,FRO,Europe & Central Asia,High income,1982,NA
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,1982,34.057384
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1982,11533.7268
United Kingdom,GBR,Europe & Central Asia,High income,1982,772803.8
Georgia,GEO,Europe & Central Asia,Upper middle income,1982,50752.148
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1982,25777.835
Gibraltar,GIB,Europe & Central Asia,High income,1982,101.9960503
Guinea,GIN,Sub-Saharan Africa,Low income,1982,57824.599
"Gambia, The",GMB,Sub-Saharan Africa,Low income,1982,1053.11598
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1982,1573.5144
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,1982,173.093577
Greece,GRC,Europe & Central Asia,High income,1982,71480.3741
Grenada,GRD,Latin America & Caribbean,Upper middle income,1982,120.829387
Greenland,GRL,Europe & Central Asia,High income,1982,NA
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1982,14509.1781
Guam,GUM,East Asia & Pacific,High income,1982,53.5306688
Guyana,GUY,Latin America & Caribbean,Upper middle income,1982,16482.0828
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1982,20164.10355
Honduras,HND,Latin America & Caribbean,Lower middle income,1982,12742.8396
Croatia,HRV,Europe & Central Asia,High income,1982,39432.775
Haiti,HTI,Latin America & Caribbean,Low income,1982,5462.0889
Hungary,HUN,Europe & Central Asia,High income,1982,119291.03
Indonesia,IDN,East Asia & Pacific,Lower middle income,1982,2488671.33
Isle of Man,IMN,Europe & Central Asia,High income,1982,NA
India,IND,South Asia,Lower middle income,1982,1011305.49
Ireland,IRL,Europe & Central Asia,High income,1982,57699.221
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1982,200503.84
Iraq,IRQ,Middle East & North Africa,Upper middle income,1982,73322.719
Iceland,ISL,Europe & Central Asia,High income,1982,14252.2031
Israel,ISR,Middle East & North Africa,High income,1982,25737.6764
Italy,ITA,Europe & Central Asia,High income,1982,456718.484
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1982,7124.8654
Jordan,JOR,Middle East & North Africa,Upper middle income,1982,7369.2457
Japan,JPN,East Asia & Pacific,High income,1982,1063683.99
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1982,207431.911
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1982,29812.384
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1982,15864.9806
Cambodia,KHM,East Asia & Pacific,Lower middle income,1982,15560.9342
Kiribati,KIR,East Asia & Pacific,Lower middle income,1982,38.7182938
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1982,136.274564
"Korea, Rep.",KOR,East Asia & Pacific,High income,1982,180766.923
Kuwait,KWT,Middle East & North Africa,High income,1982,42788.9244
Lao PDR,LAO,East Asia & Pacific,Lower middle income,1982,23876.742
Lebanon,LBN,Middle East & North Africa,Upper middle income,1982,7416.073
Liberia,LBR,Sub-Saharan Africa,Low income,1982,2417.78164
Libya,LBY,Middle East & North Africa,Upper middle income,1982,49330.9319
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1982,258.233715
Liechtenstein,LIE,Europe & Central Asia,High income,1982,NA
Sri Lanka,LKA,South Asia,Lower middle income,1982,18680.9363
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,1982,1841.963
Lithuania,LTU,Europe & Central Asia,High income,1982,134141.744
Luxembourg,LUX,Europe & Central Asia,High income,1982,11757.6038
Latvia,LVA,Europe & Central Asia,High income,1982,62860.074
"Macao SAR, China",MAC,East Asia & Pacific,High income,1982,582.821154
